schema_version,row_scope,experiment_id,machine_id,architecture,source_commit,source_dirty,dataset_manifest_sha256,randomization_seed,measurement_method,measurement_tool_sha256,split,raw_jsonl_sha256,run_metadata_sha256,ablation_catalog_sha256,profile,threads,dataset_id,input_path,input_sha256,original_bytes,baseline_codec,baseline_codec_config,baseline_config_sha256,baseline_runtime_profile_sha256,baseline_executable_sha256,ablated_codec,ablated_codec_config,ablated_config_sha256,ablated_runtime_profile_sha256,ablated_executable_sha256,ablation_id,disabled_algorithms,delta_direction,expected_repetitions,expected_trial_pairs,baseline_rows,ablated_rows,baseline_successes,ablated_successes,paired_repetitions,paired_successes,missing_baseline_repetitions,missing_ablated_repetitions,failed_pairs,timeout_pairs,unavailable_pairs,schedule_mismatch_pairs,baseline_status,ablated_status,pairing_status,roundtrip_status,determinism_status,protocol_status,confidence_status,ci_method,bootstrap_replicates,bootstrap_seed,baseline_archive_bytes_mean,baseline_archive_bytes_median,ablated_archive_bytes_mean,ablated_archive_bytes_median,paired_archive_bytes_delta_mean,paired_archive_bytes_delta_median,paired_archive_bytes_delta_ci95_low,paired_archive_bytes_delta_ci95_high,paired_archive_bytes_delta_percent_mean,paired_archive_bytes_delta_percent_ci95_low,paired_archive_bytes_delta_percent_ci95_high,bootstrap_archive_bytes_delta_ci95_low,bootstrap_archive_bytes_delta_ci95_high,bootstrap_archive_bytes_delta_percent_ci95_low,bootstrap_archive_bytes_delta_percent_ci95_high,baseline_compression_wall_ns_mean,baseline_compression_wall_ns_median,ablated_compression_wall_ns_mean,ablated_compression_wall_ns_median,paired_compression_wall_ns_delta_mean,paired_compression_wall_ns_delta_median,paired_compression_wall_ns_delta_ci95_low,paired_compression_wall_ns_delta_ci95_high,paired_compression_wall_ns_delta_percent_mean,paired_compression_wall_ns_delta_percent_ci95_low,paired_compression_wall_ns_delta_percent_ci95_high,bootstrap_compression_wall_ns_delta_ci95_low,bootstrap_compression_wall_ns_delta_ci95_high,bootstrap_compression_wall_ns_delta_percent_ci95_low,bootstrap_compression_wall_ns_delta_percent_ci95_high,baseline_decompression_wall_ns_mean,baseline_decompression_wall_ns_median,ablated_decompression_wall_ns_mean,ablated_decompression_wall_ns_median,paired_decompression_wall_ns_delta_mean,paired_decompression_wall_ns_delta_median,paired_decompression_wall_ns_delta_ci95_low,paired_decompression_wall_ns_delta_ci95_high,paired_decompression_wall_ns_delta_percent_mean,paired_decompression_wall_ns_delta_percent_ci95_low,paired_decompression_wall_ns_delta_percent_ci95_high,bootstrap_decompression_wall_ns_delta_ci95_low,bootstrap_decompression_wall_ns_delta_ci95_high,bootstrap_decompression_wall_ns_delta_percent_ci95_low,bootstrap_decompression_wall_ns_delta_percent_ci95_high,baseline_peak_rss_bytes_mean,baseline_peak_rss_bytes_median,ablated_peak_rss_bytes_mean,ablated_peak_rss_bytes_median,paired_peak_rss_bytes_delta_mean,paired_peak_rss_bytes_delta_median,paired_peak_rss_bytes_delta_ci95_low,paired_peak_rss_bytes_delta_ci95_high,paired_peak_rss_bytes_delta_percent_mean,paired_peak_rss_bytes_delta_percent_ci95_low,paired_peak_rss_bytes_delta_percent_ci95_high,bootstrap_peak_rss_bytes_delta_ci95_low,bootstrap_peak_rss_bytes_delta_ci95_high,bootstrap_peak_rss_bytes_delta_percent_ci95_low,bootstrap_peak_rss_bytes_delta_percent_ci95_high,decision_status,decision_evidence,failure_reasons
1,file,development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,true,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,0579f30c08417ecd94925f9bb3b06b4a2ff6c1dfc814575415c1e588bafdc4d2,bbbc63d13c5f9ec535833ab739b7552910862bdb270ca4d99890fdbe9f1297b9,153553ae0338b0fc4eb8051931dabbb8cf482d2ada9c8a6b7853ea0a2a28681c,structured,1,dev-calgary-progc,datasets/data/calgary/progc,151377a9d6aa9b7e872000269707a15e2b038c826340628e6f4d8b4db9ec3c19,39611,mathsvg,structured-v1,2adf32cfafd76389969db2d6d6d9eb6d5a015b71e78e2c1805afb08c654eb13b,7a0eb73740c2e12ecfbe88d7872168ebdeee2514fb00973bbe5e93af77f52173,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,mathsvg,structured-ablation-no-residual-v1,eeca827242fbd6cf1d4701f0d39e3c164058ca5408cd95a8cbd7360b2bf6430d,c87adfde57cbbe2cd113993812d003789240176dc9e674a23eaebf91ee699025,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,no-residual,residual,ablated_minus_enabled,10,10,10,10,10,10,10,10,0,0,0,0,0,0,ok,ok,complete,pass,pass,complete,confirmed,paired-repetition-student-t,,,18017,18017,18017,18017,0,0,0,0,0,0,0,,,,,3993623969.0999999,3987073327,6559599673.8999996,6557050220,2565975704.8000002,2569193873.5,2522536228.0273933,2609415181.572607,64.264861418691567,62.852288691747539,65.677434145635587,,,,,22353449.199999999,17238582.5,22721760.199999999,18641965.5,368311,161680,-7655757.8588530123,8392379.8588530123,11.642011862696119,-25.56320953318993,48.847233258582165,,,,,7503052.7999999998,7491584,13938688,13961216,6435635.2000000002,6440960,6350071.9128329195,6521198.4871670809,85.797105354867199,84.036753320548627,87.557457389185771,,,,,size-effect-inconclusive,"delta=ablated-minus-enabled; size_delta_bytes=0.0; compression_wall_ns_delta_percent=64.26486141869157; decompression_wall_ns_delta_percent=11.642011862696119; peak_rss_bytes_delta_percent=85.7971053548672; conservative_size_ci95=[0.0,0.0]",
1,corpus,development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,true,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,0579f30c08417ecd94925f9bb3b06b4a2ff6c1dfc814575415c1e588bafdc4d2,bbbc63d13c5f9ec535833ab739b7552910862bdb270ca4d99890fdbe9f1297b9,153553ae0338b0fc4eb8051931dabbb8cf482d2ada9c8a6b7853ea0a2a28681c,structured,1,__aggregate__,,,39611,mathsvg,structured-v1,2adf32cfafd76389969db2d6d6d9eb6d5a015b71e78e2c1805afb08c654eb13b,7a0eb73740c2e12ecfbe88d7872168ebdeee2514fb00973bbe5e93af77f52173,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,mathsvg,structured-ablation-no-residual-v1,eeca827242fbd6cf1d4701f0d39e3c164058ca5408cd95a8cbd7360b2bf6430d,c87adfde57cbbe2cd113993812d003789240176dc9e674a23eaebf91ee699025,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,no-residual,residual,ablated_minus_enabled,10,10,10,10,10,10,10,10,0,0,0,0,0,0,ok,ok,complete,pass,pass,complete,confirmed,paired-repetition-student-t+deterministic-paired-file-bootstrap,10000,1297748005,18017,18017,18017,18017,0,0,0,0,0,0,0,0,0,0,0,3993623969.0999999,3987073327,6559599673.8999996,6557050220,2565975704.8000002,2569193873.5,2522536228.0273933,2609415181.572607,64.264861418691567,62.852288691747539,65.677434145635587,2565975704.8000002,2565975704.8000002,64.264861418691567,64.264861418691567,22353449.199999999,17238582.5,22721760.199999999,18641965.5,368311,161680,-7655757.8588530123,8392379.8588530123,11.642011862696119,-25.56320953318993,48.847233258582165,368311,368311,11.642011862696119,11.642011862696119,7503052.7999999998,7491584,13938688,13961216,6435635.2000000002,6440960,6350071.9128329195,6521198.4871670809,85.797105354867199,84.036753320548627,87.557457389185771,6435635.2000000002,6435635.2000000002,85.797105354867199,85.797105354867199,size-effect-inconclusive,"delta=ablated-minus-enabled; size_delta_bytes=0.0; compression_wall_ns_delta_percent=64.26486141869157; decompression_wall_ns_delta_percent=11.642011862696119; peak_rss_bytes_delta_percent=85.7971053548672; conservative_size_ci95=[0.0,0.0]",
