experiment_id,machine_id,architecture,source_commit,config_sha256,dataset_manifest_sha256,randomization_seed,codec_executable_sha256,measurement_method,measurement_tool_sha256,split,codec,codec_config,profile,threads,dataset_id,row_scope,original_bytes,scheduled_trials,successful_trials,status,literal_only_archive_bytes_median,pre_entropy_archive_bytes_median,entropy_saved_bytes_median,entropy_penalty_bytes_median,procedural_gain_bytes_median,procedural_penalty_bytes_median,container_overhead_bytes_median,function_graph_bytes_median,coordinate_bytes_median,shared_definition_bytes_median,reference_bytes_median,parameter_bytes_median,residual_layer_bytes_median,literal_leaf_bytes_median,entropy_metadata_bytes_median,index_bytes_median,node_count_median,shared_node_count_median,residual_depth_sum_median,residual_root_count_median,function_reconstructed_bytes_median,literal_reconstructed_bytes_median,coordinate_saved_bytes_median,dag_saved_bytes_median,recursive_residual_saved_bytes_median,symbolic_saved_bytes_median,search_ns_median,archive_bytes_median,procedural_coverage,literal_fraction,procedural_gain_before_entropy_bytes,procedural_gain_bytes,entropy_coder_gain_bytes,entropy_coder_penalty_bytes,procedural_penalty_bytes,average_residual_depth,search_time_per_saved_byte_ns,time_per_saved_byte_basis
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-canterbury-alice29-txt,file,152089,10,10,complete,152577,152577,0,0,0,0,472,8,0,0,0,0,0,152097,0,,2,0,0,0,0,152089,,,,,,152577,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-canterbury-kennedy-xls,file,1029744,10,10,complete,1030232,1030232,0,0,0,0,472,8,0,0,0,0,0,1029752,0,,2,0,0,0,0,1029744,,,,,,1030232,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-silesia-x-ray,file,8474240,10,10,complete,8476584,8476584,0,0,0,0,2200,72,0,0,0,0,0,8474312,0,,18,0,0,0,0,8474240,,,,,,8476584,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-constant-00,file,65536,10,10,complete,66024,485,0,0,65539,0,472,13,0,0,0,0,0,0,0,,2,0,0,0,65536,0,,,,,,485,1,0,65539,65539,0,0,0,,2545.6910846976612,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-lfsr8,file,65536,10,10,complete,66024,66024,0,0,0,0,472,8,0,0,0,0,0,65544,0,,2,0,0,0,0,65536,,,,,,66024,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-linear,file,65536,10,10,complete,66024,489,0,0,65535,0,472,17,0,0,0,0,0,0,0,,2,0,0,0,65536,0,,,,,,489,1,0,65535,65535,0,0,0,,2531.5043259327076,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-periodic,file,65536,10,10,complete,66024,66024,0,0,0,0,472,8,0,0,0,0,0,65544,0,,2,0,0,0,0,65536,,,,,,66024,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-piecewise-mixed,file,65536,10,10,complete,66024,66024,0,0,0,0,472,8,0,0,0,0,0,65544,0,,2,0,0,0,0,65536,,,,,,66024,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-polynomial-d2,file,65536,10,10,complete,66024,66024,0,0,0,0,472,8,0,0,0,0,0,65544,0,,2,0,0,0,0,65536,,,,,,66024,0,1,0,0,0,0,0,,,compression_wall_ns
development-pilot-v2-retry,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,036664ca0567442e358e36e2564fb5b50a5e75619d748ddd5a2fd387db06179b,b1d7dba75560d44d8e234e4205e09487f93678fb8688cac6a0905486c969c2ca,1297748005,81128211b782e3a4331d1c5fcd6db21eecf78dc823faab718e7ebe3f2ceeeee8,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,fast-ablation-no-whole-block-entropy-v1,fast,1,dev-synthetic-random,file,65536,10,10,complete,66024,66024,0,0,0,0,472,8,0,0,0,0,0,65544,0,,2,0,0,0,0,65536,,,,,,66024,0,1,0,0,0,0,0,,,compression_wall_ns
