experiment_id,machine_id,architecture,source_commit,config_sha256,dataset_manifest_sha256,randomization_seed,codec_executable_sha256,measurement_method,measurement_tool_sha256,split,codec,codec_config,profile,threads,dataset_id,row_scope,original_bytes,scheduled_trials,successful_trials,status,literal_only_archive_bytes_median,pre_entropy_archive_bytes_median,entropy_saved_bytes_median,entropy_penalty_bytes_median,procedural_gain_bytes_median,procedural_penalty_bytes_median,container_overhead_bytes_median,function_graph_bytes_median,coordinate_bytes_median,shared_definition_bytes_median,reference_bytes_median,parameter_bytes_median,residual_layer_bytes_median,literal_leaf_bytes_median,entropy_metadata_bytes_median,index_bytes_median,node_count_median,shared_node_count_median,residual_depth_sum_median,residual_root_count_median,function_reconstructed_bytes_median,literal_reconstructed_bytes_median,coordinate_saved_bytes_median,dag_saved_bytes_median,recursive_residual_saved_bytes_median,symbolic_saved_bytes_median,search_ns_median,archive_bytes_median,procedural_coverage,literal_fraction,procedural_gain_before_entropy_bytes,procedural_gain_bytes,entropy_coder_gain_bytes,entropy_coder_penalty_bytes,procedural_penalty_bytes,average_residual_depth,search_time_per_saved_byte_ns,time_per_saved_byte_basis
development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,2adf32cfafd76389969db2d6d6d9eb6d5a015b71e78e2c1805afb08c654eb13b,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,structured-v1,structured,1,dev-calgary-progc,file,39611,10,10,complete,40099,40099,22082,0,22082,0,472,8,0,0,0,0,0,17523,14,,2,0,0,0,0,39611,,,,,,18017,0,1,0,22082,22082,0,0,,180557.61828638709,compression_wall_ns
development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,2adf32cfafd76389969db2d6d6d9eb6d5a015b71e78e2c1805afb08c654eb13b,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,structured-v1,structured,1,__aggregate__,corpus,39611,10,10,complete,40099,40099,22082,0,22082,0,472,8,0,0,0,0,0,17523,14,,2,0,0,0,0,39611,,,,,,18017,0,1,0,22082,22082,0,0,,180557.61828638709,compression_wall_ns
development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,eeca827242fbd6cf1d4701f0d39e3c164058ca5408cd95a8cbd7360b2bf6430d,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,structured-ablation-no-residual-v1,structured,1,dev-calgary-progc,file,39611,10,10,complete,40099,40099,22082,0,22082,0,472,8,0,0,0,0,0,17523,14,,2,0,0,0,0,39611,,,,,,18017,0,1,0,22082,22082,0,0,,296940.95734082058,compression_wall_ns
development-arpl-integration-v2,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,eeca827242fbd6cf1d4701f0d39e3c164058ca5408cd95a8cbd7360b2bf6430d,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,3ad382b39a954aa8130f48c8058e4a3216d165db22f6acecb37a2c57b28ce1b7,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,mathsvg,structured-ablation-no-residual-v1,structured,1,__aggregate__,corpus,39611,10,10,complete,40099,40099,22082,0,22082,0,472,8,0,0,0,0,0,17523,14,,2,0,0,0,0,39611,,,,,,18017,0,1,0,22082,22082,0,0,,296940.95734082058,compression_wall_ns
