baseline_codec,baseline_config,mathsvg_profile,dataset,file,original_bytes,baseline_bytes,mathsvg_bytes,baseline_compression_ns,mathsvg_compression_ns,baseline_decompression_ns,mathsvg_decompression_ns,baseline_peak_rss,mathsvg_peak_rss,size_not_worse,compression_not_worse,decompression_not_worse,memory_not_worse,strict_metric_count,confidence_status,roundtrip_ok,native_mathsvg,schema_version,row_scope,experiment_id,machine_id,architecture,source_commit,dataset_manifest_sha256,randomization_seed,measurement_method,measurement_tool_sha256,split,dataset_id,input_sha256,threads,mathsvg_codec,mathsvg_codec_config,mathsvg_config_sha256,mathsvg_executable_sha256,mathsvg_status,baseline_config_sha256,baseline_executable_sha256,baseline_status,size_confidence_status,compression_confidence_status,decompression_confidence_status,memory_confidence_status,comparison_status,certificate_pass,failure_reason
gzip-6,gzip-6,balanced,development,__aggregate__,10114825,6314471,7132862,729072151,9040219276.5,257058681,1231812543.5,2080768,26525696,false,false,false,false,0,confirmed,true,true,1,corpus,development-pilot-v9-c8l-final,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,__aggregate__,,1,mathsvg,balanced-v1,336f463f90c96b050e75def715bcb3785a9a14b9212acc71a60ab60e37b97f3f,997217bcf5afe23ed4db02d2659111bebe4a16632bb36f27ef181784546603aa,complete,bf920ab8461c6c60c8cc32db3d853f55655e60793cf7f64068847ad56c2b2e67,afea077ce127d4fa9ad410d3066ba2b54dea19c0b44f04adf56c72d5f7b7a9bb,complete,confirmed,confirmed,confirmed,confirmed,fail,false,size worse by 818391 (12.9606%); compression worse by 8311147125.5 (1139.96%); decompression worse by 974753862.5 (379.195%); memory worse by 24444928 (1174.8%)
lz4,lz4,balanced,development,__aggregate__,10114825,8886079,7132862,155093835,9040219276.5,152112358,1231812543.5,9961472,26525696,true,false,false,false,1,confirmed,true,true,1,corpus,development-pilot-v9-c8l-final,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,__aggregate__,,1,mathsvg,balanced-v1,336f463f90c96b050e75def715bcb3785a9a14b9212acc71a60ab60e37b97f3f,997217bcf5afe23ed4db02d2659111bebe4a16632bb36f27ef181784546603aa,complete,56c1b7390551d55bb056da7122b41ac3f7e4459570e4627ac278f7c91d669491,87c0d5d060fd36c685b98a38611b7bd6c4614d40b36d29be84edcd6c173f8160,complete,confirmed,confirmed,confirmed,confirmed,fail,false,compression worse by 8885125441.5 (5728.87%); decompression worse by 1079700185.5 (709.804%); memory worse by 16564224 (166.283%)
xz-9e,xz-9e,balanced,development,__aggregate__,10114825,4606124,7132862,8907824155,9040219276.5,633126148,1231812543.5,146051072,26525696,false,false,false,true,1,inconclusive,true,true,1,corpus,development-pilot-v9-c8l-final,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,__aggregate__,,1,mathsvg,balanced-v1,336f463f90c96b050e75def715bcb3785a9a14b9212acc71a60ab60e37b97f3f,997217bcf5afe23ed4db02d2659111bebe4a16632bb36f27ef181784546603aa,complete,1bd3a8a1a914bf55087f30b641adcacaac8d04f2cc5a9c21f3668bf2f6727da6,b5b163eb273291934556377ab883b4b2a5d4da50bd0dc0a91774ecc234ccd8d0,complete,confirmed,inconclusive,confirmed,confirmed,inconclusive,false,size worse by 2526738 (54.8561%); compression confidence is inconclusive; compression point estimate worse by 132395121.5 (1.48628%); decompression worse by 598686395.5 (94.5604%)
zstd-default,zstd-default,balanced,development,__aggregate__,10114825,6269278,7132862,337083455,9040219276.5,157509946,1231812543.5,19333120,26525696,false,false,false,false,0,confirmed,true,true,1,corpus,development-pilot-v9-c8l-final,local-x86-64,x86_64,36f84685dc00064dae9a239face7e8eff797ed28,88ed376ce82fbd9301fe2fce71dd0e3a4af5f837450b50b8489d678b19d5fca7,1297748005,gnu-time-v1-monotonic-wall,3b11dec50514a8473e9f6efa7a34d584d0657538c09988f61b72d38ad4991a10,development,__aggregate__,,1,mathsvg,balanced-v1,336f463f90c96b050e75def715bcb3785a9a14b9212acc71a60ab60e37b97f3f,997217bcf5afe23ed4db02d2659111bebe4a16632bb36f27ef181784546603aa,complete,8afdee0e1fe04f0a9c92a00ebbd438b50004de9dcdf47ce697a89ac0bdae40a5,7c5468b370f7c47eda07281e3437fafc568f95d10420051e3aa522709f9342c5,complete,confirmed,confirmed,confirmed,confirmed,fail,false,size worse by 863584 (13.7749%); compression worse by 8703135821.5 (2581.89%); decompression worse by 1074302597.5 (682.054%); memory worse by 7192576 (37.2034%)
