row_kind,input_id,origin,sample_bytes,status,depth_limit,predictor,domain,residual_layers,residual_entropy_bits,entropy_lower_bound_bytes,literal_correction_bytes,baseline_depth0_bytes,complete_candidate_bytes,headroom_bytes,headroom_percent,winner,states_visited,work_used,ledger_entries,budget_exhausted,heuristic_omission,complete_within_declared_catalogue,source,notes
native_depth_winner,real-calgary-pic,real,4096,bounded_incomplete,2,,,0,,,,483,483,0,0.000000000,native-depth-0,1,12811036,475,false,true,false,datasets/data/calgary/pic,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-constant,synthetic,4096,bounded_incomplete,2,,,0,,,,483,483,0,0.000000000,native-depth-0,1,12811036,475,false,true,false,datasets/synthetic/constant_00/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear,synthetic,4096,bounded_incomplete,0,,,0,,,,487,487,0,0.000000000,native-depth-0,1,11954936,413,false,true,false,datasets/synthetic/linear/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear,synthetic,4096,bounded_incomplete,1,,,0,,,,487,487,0,0.000000000,native-depth-0,4,16772768,645,true,true,false,datasets/synthetic/linear/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear,synthetic,4096,bounded_incomplete,2,,,0,,,,487,487,0,0.000000000,native-depth-0,4,16772768,645,true,true,false,datasets/synthetic/linear/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence,synthetic,4096,bounded_incomplete,0,,,0,,,,491,491,0,0.000000000,native-depth-0,1,11954936,413,false,true,false,datasets/synthetic/recurrence/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence,synthetic,4096,bounded_incomplete,1,,,0,,,,491,491,0,0.000000000,native-depth-0,2,16776826,635,true,true,false,datasets/synthetic/recurrence/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence,synthetic,4096,bounded_incomplete,2,,,0,,,,491,491,0,0.000000000,native-depth-0,2,16776826,635,true,true,false,datasets/synthetic/recurrence/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-periodic,synthetic,4096,bounded_incomplete,0,,,0,,,,492,492,0,0.000000000,native-depth-0,1,11954936,413,false,true,false,datasets/synthetic/periodic/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-periodic,synthetic,4096,bounded_incomplete,1,,,0,,,,492,492,0,0.000000000,native-depth-0,2,16776826,635,true,true,false,datasets/synthetic/periodic/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
